timestamp,open,high,low,volume,close
1708527600,2891.24,2920.33,2879.6,1728.62250608,2914.25
1708531200,2912.73,2936.95,2897.07,1579.66224256,2932.18
1708534800,2930.77,2947.34,2895.87,3059.66044671,2898.3
1708538400,2898.3,2906.01,2887.49,743.49522376,2899.72
1708542000,2899.3,2913.72,2892.01,513.37109844,2912.74
1708545600,2912.75,2915.47,2900.6,515.16948587,2908.12
1708549200,2907.33,2925,2901.87,1377.31056297,2925
1708552800,2927.44,2934.57,2915.74,998.2805357,2934.46
1708556400,2934.24,2980.54,2934.19,1062.65168521,2971.37
1708560000,2970.35,2970.35,2938.61,496.20677937,2939.03
1708563600,2939.03,2949.5,2906,1458.00519331,2909.66
1708567200,2909.56,2926.33,2909.56,427.00740156,2921.02
1708570800,2921.02,2939.52,2916.64,114.49819751,2933.77
1708574400,2933.77,2937.1,2921.59,172.12291443,2924.41
1708578000,2924.4,2942.13,2924.4,141.60837077,2932
1708581600,2932,2960.59,2930.69,474.37362387,2959
1708585200,2957.66,2994.13,2954.85,643.4381468,2992.02
1708588800,2992.02,3020,2992.01,1962.31438503,3019.02
1708592400,3019.03,3029.76,2999.48,922.87630258,3024.51
1708596000,3024.51,3024.51,2988.32,3076.30949834,2993.9
1708599600,2994.39,2994.39,2972.65,544.25605992,2991
1708603200,2991.01,3003.15,2970.31,164.0497566,2979.09
1708606800,2979.09,2981.61,2932.45,718.02926857,2943.38
1708610400,2943.38,2966.87,2940,884.68366075,2963.85
1708614000,2963.86,2994,2960.02,1046.4992552,2986.26
1708617600,2985.79,2987.16,2959.95,1337.65687084,2968.44
1708621200,2968.46,2987.32,2968.45,684.54466444,2984.11
1708624800,2984.31,2999.99,2975.88,990.8031056,2994.64
1708628400,2994.64,2994.64,2981,567.5780068,2986.56
1708632000,2985.93,3036.91,2981.46,1599.06130599,3010.06
1708635600,3013.23,3013.23,2971.86,943.08913615,2984.6
1708639200,2984.73,2991.97,2967.79,696.52098649,2988.77
1708642800,2986.87,2990.8,2968.81,538.22268181,2970.33
1708646400,2970.33,2990.62,2968.84,281.49510524,2990.01
1708650000,2988.52,2990.73,2974.75,370.45022761,2977.47
1708653600,2977.5,2989.54,2936.5,539.42956667,2943.14
1708657200,2942.19,2955.22,2933.3,301.90229404,2953.74
1708660800,2952.93,2959.13,2946.66,216.66542209,2951.75
1708664400,2951.05,2960.04,2948.53,109.64106902,2958.47
1708668000,2958.45,2966.3,2955.76,533.00074246,2964.01
1708671600,2964.01,2964.01,2924,563.83019002,2931.41
1708675200,2931.4,2944.93,2915.53,400.22281,2923.49
1708678800,2923.3,2938.3,2915.71,274.06242066,2938.28
1708682400,2938.29,2945.21,2932.37,710.91445577,2941.1
1708686000,2941.11,2946.8,2937.6,242.72995544,2942.96
1708689600,2942.97,2943.89,2924.11,705.11666355,2928.05
1708693200,2928.06,2941.79,2928.05,179.41353591,2941.79
1708696800,2941.79,2961.11,2931.45,842.82422301,2945.87
1708700400,2945.87,2947.88,2915.01,1147.03111183,2916.3
1708704000,2916.3,2936.63,2908,1425.52939069,2933.62
1708707600,2933.62,2946,2931.85,373.21440374,2944.56
1708711200,2944.56,2949.02,2933.5,307.99954018,2942.77
1708714800,2942.77,2950,2938.91,397.33369708,2945.02
1708718400,2945.68,2953.17,2938.63,246.35654749,2952.93
1708722000,2952.94,2952.94,2942.52,259.92722521,2942.65
1708725600,2942.65,2946.71,2920,359.83166223,2922.36
1708729200,2922.23,2928.27,2907.7,425.38412419,2921.96
1708732800,2921.96,2936.48,2917.91,322.58053633,2933.31
1708736400,2933.23,2933.23,2907.7,650.18705056,2909.42
1708740000,2909.43,2922.42,2909.03,275.94369305,2921
1708743600,2921,2932.2,2917.98,124.80678578,2930.14
